action_id,action_date,mechanism_type,target_identifier,target_type,target_category,target_entity_id,beneficiary_entity_id,status,reversal_action_id,amount_affected_usd,incident_id,request_id,trigger_id,policy_id,implementation_id,disclosure_date,discovery_source,confidence,notes_path,issuer
CU-ACT-0053,2022-08-08,BLACKLIST,0xfd8610d20aa15b7b2e3be39b396a1bc3516c7144,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0296,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0053,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0054,2022-08-08,BLACKLIST,0x8589427373d6d84e98730d7795d8f6f8731fda16,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0287,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0054,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0055,2022-08-08,BLACKLIST,0xd4b88df4d29f5cedd6857912842cff3b20c8cfa3,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0293,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0055,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0056,2022-08-08,BLACKLIST,0x4736dcf1b7a3d580672cce6e7c65cd5cc9cfba9d,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0292,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0056,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0057,2022-08-08,BLACKLIST,0xd96f2b1c14db8458374d9aca76e26c3d18364307,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0291,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0057,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0058,2022-08-08,BLACKLIST,0x910cbd523d972eb0a6f4cae4618ad62622b39dbf,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0294,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0058,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0059,2022-08-08,BLACKLIST,0xdd4c48c0b24039969fc16d1cdf626eab821d3384,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0289,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0059,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0060,2022-08-08,BLACKLIST,0xa160cdab225685da1d56aa342ad8841c3b53f291,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0295,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0060,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0061,2022-08-08,BLACKLIST,0xb541fc07bc7619fd4062a54d96268525cbc6ffef,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0313,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0061,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0062,2022-08-08,BLACKLIST,0x94a1b5cdb22c43faab4abeb5c74999895464ddaf,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0312,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0062,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0063,2022-08-08,BLACKLIST,0x07687e702b410fa43f4cb4af7fa097918ffd2730,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0311,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0063,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0064,2022-08-08,BLACKLIST,0x47ce0c6ed5b0ce3d3a51fdb1c52dc66a7c3c2936,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0315,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0064,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0065,2022-08-08,BLACKLIST,0x9ad122c22b14202b4490edaf288fdb3c7cb3ff5e,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0310,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0065,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0066,2022-08-08,BLACKLIST,0xd691f27f38b395864ea86cfc7253969b409c362d,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0303,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0066,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0067,2022-08-08,BLACKLIST,0x0836222f2b2b24a3f36f98668ed8f0b38d1a872f,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0308,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0067,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0068,2022-08-08,BLACKLIST,0x169ad27a470d064dede56a2d3ff727986b15d52b,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0307,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0068,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0069,2022-08-08,BLACKLIST,0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0314,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0069,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0070,2022-08-08,BLACKLIST,0x1356c899d8c9467c7f71c195612f8a395abf2f0a,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0305,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0070,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0071,2022-08-08,BLACKLIST,0xf67721a2d8f736e75a49fdd7fad2e31d8676542a,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0309,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0071,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0072,2022-08-08,BLACKLIST,0x58e8dcc13be9780fc42e8723d8ead4cf46943df2,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0302,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0072,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0073,2022-08-08,BLACKLIST,0xaeaac358560e11f52454d997aaff2c5731b6f8a6,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0304,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0073,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0074,2022-08-08,BLACKLIST,0xa60c772958a3ed56c1f15dd055ba37ac8e523a0d,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0306,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0074,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0075,2022-08-08,BLACKLIST,0x23773e65ed146a459791799d01336db287f25334,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0316,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0075,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0076,2022-08-08,BLACKLIST,0xd21be7248e0197ee08e0c20d4a96debdac3d20af,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0317,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0076,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0077,2022-08-08,BLACKLIST,0x610b717796ad172b316836ac95a2ffad065ceab4,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0318,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0077,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0078,2022-08-08,BLACKLIST,0x03893a7c7463ae47d46bc7f091665f1893656003,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0322,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0078,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0079,2022-08-08,BLACKLIST,0x178169b423a011fff22b9e3f3abea13414ddd0f1,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0319,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0079,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0080,2022-08-08,BLACKLIST,0x2717c5e28cf931547b621a5dddb772ab6a35b701,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0321,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0080,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0081,2022-08-08,BLACKLIST,0xbb93e510bbcd0b7beb5a853875f9ec60275cf498,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0320,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0081,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0082,2022-08-08,BLACKLIST,0x905b63fff465b9ffbf41dea908ceb12478ec7601,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0141,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0082,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0083,2022-08-08,BLACKLIST,0xca0840578f57fe71599d29375e16783424023357,ADDRESS,tornado_cash_associated,,,REVERSED,CU-ACT-0323,,CU-INC-0001,,CU-TRG-0039,,CU-IMP-0083,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0084,2022-08-12,BLACKLIST,0xd93a9c5c4d399dc5f67b67cdb30d16a7bb574915,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0084,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0085,2022-09-15,BLACKLIST,0xc2a3829f459b3edd87791c74cd45402ba0a20be3,ADDRESS,sanctioned_entity,CU-ENT-0012,,ACTIVE,,,,,CU-TRG-0012,,CU-IMP-0085,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0086,2022-09-15,BLACKLIST,0x3ad9db589d201a710ed237c829c7860ba86510fc,ADDRESS,sanctioned_entity,CU-ENT-0012,,ACTIVE,,,,,CU-TRG-0012,,CU-IMP-0086,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0087,2022-09-15,BLACKLIST,0xe7800b61479695ec74e4b219f409f67bd1055a27,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0087,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0088,2022-09-30,BLACKLIST,0x815f335f976301f496167bfef237f0622f92ac38,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0088,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0089,2022-09-30,BLACKLIST,0x81c4d8816b29147c542dde87485608204690acf2,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0089,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0090,2022-10-07,BLACKLIST,0x489a8756c18c0b8b24ec2a2b9ff3d4d447f79bec,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0090,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0091,2022-11-10,BLACKLIST,0x330bdfade01ee9bf63c209ee33102dd334618e0a,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0353,,,,CU-TRG-0043,,CU-IMP-0091,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0092,2022-11-10,BLACKLIST,0xd47438c816c9e7f2e2888e060936a499af9582b3,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0371,,,,CU-TRG-0043,,CU-IMP-0092,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0093,2022-11-10,BLACKLIST,0x84443cfd09a48af6ef360c6976c5392ac5023a1f,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0365,,,,CU-TRG-0043,,CU-IMP-0093,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0094,2022-11-10,BLACKLIST,0x5cab7692d4e94096462119ab7bf57319726eed2a,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0332,,,,CU-TRG-0043,,CU-IMP-0094,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0095,2022-11-10,BLACKLIST,0x756c4628e57f7e7f8a459ec2752968360cf4d1aa,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0337,,,,CU-TRG-0043,,CU-IMP-0095,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0096,2022-11-10,BLACKLIST,0xd82ed8786d7c69dc7e052f7a542ab047971e73d2,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0344,,,,CU-TRG-0043,,CU-IMP-0096,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0097,2022-11-10,BLACKLIST,0x88fd245fedec4a936e700f9173454d1931b4c307,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0339,,,,CU-TRG-0043,,CU-IMP-0097,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0098,2022-11-10,BLACKLIST,0x653477c392c16b0765603074f157314cc4f40c32,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0335,,,,CU-TRG-0043,,CU-IMP-0098,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0099,2022-11-10,BLACKLIST,0x09193888b3f38c82dedfda55259a82c0e7de875e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0049,,REVERSED,CU-ACT-0325,,,,CU-TRG-0043,,CU-IMP-0099,2022-11-09,ONCHAIN_SCAN,HIGH,,Circle
